Age,Height,Weight,Overall,Potential,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PositionClass
23,188,81,84,90,Right,4,Medium,Low,91,77,73,86,27,74,75,80,63,76,74,89,80,60,63,86,90,92,82,83,80,80,62,77,80,72,60,24,82,74,63,81,22,24,21,10,12,15,11,9,FO
23,181,75,84,89,Right,2,High,High,84,45,64,74,85,78,45,47,80,81,32,72,42,26,75,74,85,83,71,85,74,48,88,76,80,40,75,86,47,62,43,82,85,85,83,11,10,8,14,13,DE
25,176,72,84,86,Right,4,Medium,Medium,56,80,86,81,70,73,82,74,67,89,79,81,84,78,88,85,58,54,67,84,77,87,68,85,69,87,69,71,80,87,77,85,69,73,68,6,8,10,14,12,MF
22,181,79,84,90,Right,3,Medium,High,81,73,81,79,79,82,78,69,70,84,68,75,75,81,81,83,78,83,81,82,83,79,65,85,81,81,84,81,75,78,64,84,81,81,75,13,9,8,7,7,MF
25,180,73,84,87,Right,4,High,Medium,91,80,75,87,34,73,76,80,62,76,74,89,75,58,71,87,92,91,88,83,75,84,73,84,69,82,70,25,81,77,63,83,28,38,34,10,13,13,14,14,MF
24,186,78,84,89,Right,2,Medium,Medium,86,50,70,72,85,82,69,48,82,79,34,70,60,40,76,74,83,88,70,85,62,62,85,86,79,42,84,86,64,59,60,74,85,86,84,11,8,15,12,15,DE
23,182,78,84,90,Right,3,High,High,87,74,80,79,78,80,70,69,59,86,70,78,70,66,85,83,82,91,76,84,68,83,62,86,79,81,81,81,78,81,59,82,79,81,79,6,10,6,15,8,MF
26,183,80,84,85,Left,4,Medium,Medium,88,81,80,85,38,66,82,80,72,82,84,86,84,83,70,85,89,88,87,82,81,86,64,70,66,80,63,34,81,81,71,82,36,32,35,8,12,9,9,14,MF
22,178,87,84,88,Right,3,High,Medium,81,70,82,82,80,82,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82,81,83,79,8,12,7,13,11,DE
23,190,75,84,90,Left,2,Medium,High,73,35,69,71,86,82,70,26,82,78,35,70,53,36,78,76,68,77,58,86,57,49,75,81,82,37,84,85,39,57,47,82,87,87,82,11,5,9,11,12,DE
23,189,82,84,91,Left,4,Medium,Medium,81,79,79,84,45,66,74,81,80,84,80,85,84,53,79,85,76,85,77,84,75,74,75,77,69,78,42,38,82,82,73,84,39,46,38,6,8,11,10,12,MF
22,181,72,84,90,Right,5,Medium,Medium,83,80,81,88,40,67,77,79,69,83,83,89,83,67,76,88,84,83,88,83,84,80,76,75,62,81,68,40,85,86,68,86,30,42,35,13,12,14,13,14,MF
23,181,73,84,87,Right,4,High,Medium,92,75,79,80,75,78,84,75,68,81,74,79,77,74,73,82,91,93,82,81,78,80,79,92,72,73,75,78,78,77,60,72,75,76,76,10,8,14,6,8,DE
21,185,77,84,89,Left,4,High,Low,94,66,77,85,76,77,85,64,72,82,59,87,72,44,67,84,96,93,86,84,84,74,78,81,75,63,77,78,77,77,60,78,76,77,71,11,11,6,5,14,MF
23,185,80,84,87,Right,2,Medium,High,71,64,74,76,82,83,55,61,72,83,50,78,58,58,84,79,68,74,55,81,67,74,74,90,79,65,84,85,58,79,71,83,82,84,80,8,11,14,5,9,MF
23,180,74,84,87,Right,3,High,High,74,81,85,82,55,67,83,81,59,87,75,82,82,84,84,85,76,72,77,84,76,81,54,86,58,83,68,59,82,83,69,84,55,57,41,11,12,13,8,12,MF
22,180,76,84,88,Right,5,High,Medium,81,74,81,89,36,59,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85,32,39,32,7,11,10,11,13,MF
24,185,79,84,90,Right,2,Medium,High,86,40,60,66,86,81,56,33,83,73,32,61,38,40,65,66,80,90,74,84,71,56,83,73,84,45,83,85,37,48,27,81,86,89,82,10,13,10,11,7,DE
25,183,88,84,86,Right,3,High,High,78,76,74,79,82,87,66,73,68,83,60,78,61,54,75,84,77,79,70,81,77,84,72,93,86,78,84,84,74,76,88,84,85,84,78,9,11,12,12,10,MF
25,181,79,84,86,Left,3,High,Medium,79,83,80,83,41,62,81,85,60,82,74,84,77,78,73,85,80,78,79,80,80,80,72,79,57,81,52,29,85,82,84,83,55,32,30,10,6,10,13,11,FO
26,186,77,84,87,Right,3,High,High,79,77,83,84,74,78,74,77,74,88,74,82,74,79,85,87,79,79,80,85,82,79,70,90,74,76,74,72,80,87,82,84,73,76,73,12,7,10,13,11,MF
25,183,74,84,86,Right,3,Medium,High,66,62,68,73,85,83,53,50,70,78,68,72,60,60,75,77,64,68,63,87,66,80,89,89,78,69,88,88,64,62,57,80,86,88,84,13,14,7,7,13,DE
27,184,74,84,85,Right,3,High,Medium,88,79,81,82,78,81,74,80,67,86,66,82,75,63,81,84,85,90,82,85,68,84,69,90,77,77,82,81,84,84,65,83,79,79,74,13,6,6,11,15,MF
23,178,68,84,89,Left,5,High,Medium,76,75,86,84,58,63,84,75,52,88,76,85,83,85,84,85,78,75,85,74,83,76,46,79,56,77,63,65,79,86,63,78,65,49,51,14,15,15,8,10,MF
22,190,75,84,91,Left,3,Medium,Medium,80,85,66,78,28,79,57,88,77,73,78,80,69,59,59,85,77,82,61,85,52,84,68,79,88,82,60,24,88,68,73,80,19,26,24,5,15,6,11,10,FO
29,186,79,83,83,Right,3,Medium,High,76,47,63,67,82,82,35,32,79,76,34,65,47,71,74,71,77,76,62,84,50,73,82,68,87,57,85,83,52,63,41,75,84,80,81,7,10,14,7,11,DE
25,171,69,83,85,Left,4,High,High,78,71,82,84,76,70,88,70,65,81,63,84,83,76,81,84,85,72,85,82,85,80,72,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,MF
25,178,67,83,86,Left,5,High,Medium,93,77,79,87,36,56,85,75,43,78,76,89,82,64,76,85,94,93,90,78,81,83,58,68,51,76,54,36,77,81,75,80,42,30,33,6,6,14,10,13,MF
26,182,76,83,84,Left,4,High,Medium,82,80,81,83,43,62,81,78,57,81,79,83,84,76,82,87,83,81,80,78,76,86,58,75,63,85,45,45,80,80,62,82,40,42,39,13,9,6,12,10,FO
25,180,80,83,86,Right,3,Low,High,58,74,86,77,76,73,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,86,77,79,76,16,12,10,8,10,MF
26,189,83,83,86,Left,3,High,High,73,78,81,82,82,81,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79,78,81,84,78,81,60,80,80,84,76,9,12,9,13,14,MF
25,180,72,83,84,Right,3,Medium,High,84,68,78,79,81,78,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,81,83,80,75,9,12,12,13,12,MF
26,189,80,83,86,Left,2,Medium,High,80,43,68,69,83,86,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,79,81,86,84,7,8,14,15,9,DE
26,189,70,83,85,Left,4,Medium,Medium,61,79,80,83,74,72,72,79,67,85,67,85,75,61,80,88,67,56,71,81,67,77,46,90,67,85,68,76,81,84,67,85,70,78,75,16,11,7,13,13,MF
27,180,73,83,84,Left,4,High,High,92,64,77,78,78,84,78,63,72,82,50,77,72,45,79,76,91,92,81,82,79,69,79,90,83,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9,DE
30,177,75,83,83,Right,4,Medium,Low,88,77,83,84,35,72,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,MF
25,175,73,83,86,Right,4,High,High,84,82,74,86,40,74,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,78,45,30,28,13,8,6,6,15,FO
25,190,89,83,86,Right,1,Medium,Medium,82,79,77,85,49,85,16,14,18,41,17,12,20,14,37,16,48,50,37,77,47,58,66,44,76,13,29,26,14,48,24,46,11,18,12,82,79,77,85,85,GK
23,185,78,83,89,Right,3,High,Medium,90,82,65,78,40,81,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79,36,43,19,14,14,10,9,6,FO
26,187,84,83,85,Right,3,High,High,55,73,77,77,80,82,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,84,83,84,72,9,7,12,11,11,MF
24,185,79,83,88,Right,3,Medium,High,73,46,57,65,85,82,42,48,83,74,52,59,54,38,64,68,75,72,67,82,68,51,85,74,82,36,90,82,43,41,40,80,86,86,85,5,7,11,10,14,DE
25,176,68,83,86,Left,4,High,High,91,79,77,85,50,73,79,77,45,76,72,87,81,79,74,84,90,91,88,83,79,83,74,86,65,79,76,55,82,77,78,80,47,54,38,8,7,13,8,14,MF
25,180,76,83,88,Right,3,Medium,Medium,80,77,83,80,71,72,77,78,56,85,66,80,80,85,84,81,78,82,76,83,73,77,58,84,71,76,65,74,78,85,86,76,67,79,68,6,14,7,13,11,MF
24,195,88,83,88,Right,1,Medium,Medium,84,80,74,88,43,79,13,10,13,39,10,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59,12,66,15,15,15,84,80,74,79,88,GK
25,191,80,83,89,Left,2,Medium,High,73,38,67,70,84,81,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,73,84,85,83,11,13,13,13,9,DE
23,189,76,83,87,Right,4,Medium,Medium,87,82,77,84,41,74,83,82,60,76,75,86,78,76,68,84,86,87,81,81,71,86,75,79,77,83,60,39,81,79,68,78,43,38,28,15,11,7,9,5,MF
23,192,91,83,89,Right,2,Medium,High,77,51,65,61,83,83,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,76,82,84,84,11,14,9,11,8,DE
40,182,82,83,83,Left,3,High,High,58,71,78,75,79,83,63,66,52,83,67,76,73,72,81,78,53,62,63,83,66,86,61,86,79,70,95,79,72,83,64,81,82,84,85,15,6,14,8,7,MF
31,189,88,83,83,Right,3,High,Medium,78,82,63,79,35,85,47,87,83,75,79,79,55,62,57,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75,82,44,24,22,9,9,8,6,8,FO
27,171,70,83,84,Right,4,High,Medium,85,84,77,87,50,74,75,86,71,80,80,87,82,65,67,87,86,85,90,84,88,83,49,83,70,86,79,48,86,82,66,77,42,53,44,13,10,9,8,16,FO
27,185,79,83,85,Right,2,Medium,High,71,46,57,60,85,83,47,37,82,70,33,54,36,44,67,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46,38,75,87,85,85,9,11,7,10,15,DE
26,171,66,83,86,Left,4,High,High,82,78,83,87,68,64,82,77,54,84,77,88,85,81,80,86,84,81,90,82,85,79,68,80,56,79,63,78,81,85,69,80,55,77,69,11,15,13,7,14,MF
25,188,82,83,87,Right,2,High,Medium,78,50,56,65,84,79,46,49,86,69,38,62,42,24,69,65,77,78,66,79,66,68,82,70,82,36,82,84,58,45,43,74,83,85,83,13,15,13,5,6,DE
34,179,72,83,83,Right,5,High,Medium,90,75,78,87,76,72,84,70,68,81,70,90,82,69,73,85,91,89,93,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,82,5,5,13,6,9,DE
28,180,75,83,83,Right,4,Medium,Medium,81,77,81,86,70,62,73,75,52,85,75,87,80,65,81,87,83,79,85,81,79,79,52,79,57,83,56,75,80,84,58,75,69,72,71,12,9,12,11,6,MF
36,172,60,83,83,Right,4,High,Medium,85,68,82,81,79,57,88,63,73,83,75,80,82,51,79,82,87,84,82,84,84,74,63,80,37,70,75,80,81,83,56,82,82,77,79,10,10,15,7,13,DE
35,194,85,83,83,Right,2,High,Medium,56,61,71,68,83,76,57,65,83,80,57,63,58,43,82,80,48,62,56,80,34,62,73,61,83,51,79,83,66,72,69,86,82,84,82,10,11,14,15,8,DE
35,189,89,83,83,Right,1,Medium,Medium,81,78,79,86,45,81,18,12,16,40,15,12,13,15,49,40,42,49,60,82,47,59,60,34,63,14,35,20,13,59,26,67,14,14,13,81,78,79,81,86,GK
32,182,80,83,83,Right,3,High,High,66,74,83,78,78,81,82,73,64,85,71,78,80,74,87,83,66,66,66,85,67,77,78,86,78,75,83,81,78,80,64,80,77,81,76,7,13,7,9,13,MF
34,183,76,83,83,Right,3,Medium,Medium,65,62,76,73,83,81,62,54,74,86,56,71,65,53,80,78,62,67,70,82,62,76,76,81,81,68,84,84,62,79,54,78,83,84,82,7,5,9,3,5,MF
32,192,85,83,83,Right,1,Medium,Medium,84,77,69,87,40,82,11,11,11,30,9,10,11,15,33,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,84,77,69,82,87,GK
36,173,67,83,83,Left,4,High,Medium,61,72,86,85,52,53,83,70,53,89,81,84,82,77,84,86,69,55,80,82,89,72,58,65,45,71,56,50,84,89,75,90,58,53,29,6,15,7,6,12,MF
32,187,82,83,83,Right,1,Medium,Medium,83,82,79,84,49,79,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,15,18,14,83,82,79,79,84,GK
31,176,73,83,83,Left,4,Medium,Medium,80,82,83,85,52,72,83,82,83,81,85,84,86,85,80,85,79,80,90,85,83,82,88,85,64,81,73,49,88,85,79,89,43,54,50,14,8,14,13,14,MF
29,183,74,83,83,Right,4,Medium,Medium,54,75,86,83,57,57,69,75,49,91,76,82,86,79,89,90,55,54,68,75,83,78,53,68,64,75,29,59,76,92,56,80,58,58,52,6,8,6,12,11,MF
30,181,76,83,83,Right,5,High,High,74,76,79,87,59,78,73,76,78,84,79,87,81,65,76,88,75,74,84,85,86,77,81,87,74,76,75,58,82,83,72,88,55,64,42,8,11,9,6,10,FO
28,188,76,83,84,Right,3,High,Medium,72,51,71,75,84,77,62,52,84,83,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52,80,84,85,82,7,15,11,10,8,DE
29,181,65,83,83,Left,5,High,High,76,77,87,83,50,65,88,73,52,86,74,83,90,78,89,84,78,74,83,83,78,83,33,78,58,80,73,51,81,88,67,79,44,57,41,11,7,11,8,14,FO
30,176,75,83,83,Right,3,Medium,Medium,70,72,84,79,78,79,85,69,61,86,56,77,84,77,84,81,72,69,72,84,81,81,59,91,75,75,78,82,76,83,67,85,81,82,70,14,12,5,10,13,MF
28,175,70,83,83,Right,3,High,High,79,67,79,81,80,73,82,66,68,82,59,81,78,52,77,83,83,76,76,82,79,74,75,76,69,64,79,79,77,77,61,81,81,84,83,16,12,15,11,11,DE
25,175,73,82,84,Right,4,High,Medium,73,78,84,85,54,62,81,76,35,84,73,85,86,84,83,86,77,69,84,78,83,83,51,76,53,80,68,44,81,85,74,84,59,65,42,11,14,14,12,14,MF
30,189,84,82,82,Right,1,Medium,Medium,82,79,80,83,54,81,12,15,12,36,16,14,19,20,30,15,56,52,58,79,50,60,65,42,73,17,26,21,12,62,24,61,15,13,17,82,79,80,81,83,GK
31,177,73,82,82,Right,4,Medium,Medium,71,80,79,85,30,72,76,79,69,84,79,85,79,78,66,85,75,67,84,84,86,82,72,76,69,80,73,21,82,82,89,81,35,20,26,8,14,14,7,15,FO
29,172,66,82,82,Right,4,High,Medium,91,73,75,86,50,52,78,74,46,77,68,86,78,56,62,85,92,91,90,83,89,75,64,77,40,71,47,58,80,81,59,81,52,47,39,9,11,11,12,8,FO
28,183,83,82,82,Right,3,Medium,Medium,85,66,73,77,78,80,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59,77,80,80,75,8,10,8,10,7,DE
29,192,85,82,82,Right,1,Medium,Medium,82,81,73,83,43,81,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,55,61,43,75,18,24,18,12,45,23,58,22,13,13,82,81,73,81,83,GK
24,185,75,82,86,Right,3,Medium,High,63,72,79,78,79,79,70,69,68,85,64,78,68,64,83,82,62,63,69,83,60,77,65,90,78,80,72,79,73,82,60,77,80,82,75,11,12,11,10,15,MF
27,183,76,82,82,Left,3,High,Medium,82,75,74,79,77,80,82,79,82,80,71,80,69,58,77,81,79,84,71,84,66,76,90,86,76,68,80,77,86,60,55,77,75,78,79,7,16,15,16,10,DE
25,179,68,82,85,Right,4,High,Low,86,83,74,83,38,70,81,82,75,70,75,84,76,70,69,82,85,87,84,81,75,87,63,72,72,88,64,50,79,76,69,78,24,34,30,9,12,11,9,9,FO
26,195,94,82,84,Right,2,Medium,Medium,67,37,59,61,83,85,35,32,83,78,33,60,37,27,68,66,59,73,48,77,40,60,70,78,92,26,79,81,33,56,38,74,83,84,81,11,8,7,9,14,DE
26,188,81,82,86,Right,2,Low,Medium,68,32,66,70,84,74,51,36,80,80,25,67,41,39,73,76,59,76,61,84,60,37,79,68,77,20,75,85,32,62,36,79,85,84,83,10,12,8,6,8,DE
28,186,86,82,82,Right,3,Medium,High,79,78,77,80,82,87,64,75,82,83,71,83,77,64,83,79,67,89,72,82,75,85,87,88,86,81,88,84,75,79,68,80,79,84,85,14,8,8,13,11,DE
28,190,80,82,82,Left,4,High,Low,80,82,78,83,52,75,74,81,77,80,76,83,84,85,78,84,84,76,87,79,75,84,66,82,76,86,67,52,83,77,75,77,45,55,42,13,11,13,12,10,FO
26,185,83,82,85,Right,4,High,Medium,67,78,82,85,48,65,79,78,52,85,79,86,77,65,81,86,66,67,84,82,83,81,62,80,68,79,39,58,80,84,54,83,44,45,48,11,16,11,8,9,MF
26,180,76,82,84,Right,3,High,Medium,90,80,69,82,35,69,69,78,75,78,82,82,70,58,55,83,93,88,79,85,76,85,75,81,64,77,63,37,87,68,78,79,39,20,19,9,9,8,15,9,FO
27,172,66,82,83,Left,4,High,Medium,83,61,76,80,78,73,79,61,58,79,58,79,80,49,75,80,81,85,82,83,80,62,53,87,67,59,76,80,75,75,52,76,79,81,82,13,10,9,12,9,DE
27,171,67,82,82,Right,4,High,High,78,69,80,85,63,71,79,68,57,81,66,86,80,72,78,85,81,76,85,82,83,72,54,86,62,67,80,62,77,83,72,81,66,67,52,11,12,9,10,15,MF
26,172,67,82,83,Left,3,High,Medium,87,65,81,83,74,71,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,71,76,74,7,13,10,7,13,DE
28,170,71,82,82,Left,4,High,Low,74,77,86,87,75,55,86,77,44,88,79,87,85,82,85,87,83,67,90,86,90,78,52,74,50,80,45,83,79,85,54,86,79,75,76,12,6,8,11,8,MF
26,190,93,82,85,Right,1,Medium,Medium,81,80,86,83,61,80,15,12,20,43,13,26,30,17,53,38,62,60,66,81,53,65,77,38,79,17,32,15,11,64,27,64,12,18,14,81,80,86,80,83,GK
28,191,86,82,83,Right,2,High,Medium,60,59,71,66,84,79,68,55,82,78,53,61,44,42,78,75,54,64,55,85,49,79,77,75,84,46,72,83,55,72,67,76,85,86,78,12,10,6,8,10,DE
28,190,82,82,82,Right,3,High,Medium,65,80,62,74,52,82,42,83,86,76,83,74,57,46,51,78,56,73,66,82,52,83,82,73,92,65,67,36,87,72,88,82,40,61,56,6,7,14,7,6,FO
28,180,71,82,83,Right,2,Low,High,64,39,65,62,82,78,72,35,83,84,37,48,53,41,65,78,61,67,59,84,56,44,86,71,78,42,83,82,38,32,43,77,81,83,82,7,10,12,15,8,DE
24,195,86,82,85,Right,3,High,Medium,83,81,66,78,36,80,53,85,86,77,80,80,55,55,53,82,80,85,61,84,53,80,73,79,85,71,68,25,83,73,79,82,40,29,20,12,7,8,13,13,FO
24,175,70,82,86,Left,4,High,Medium,77,68,80,86,77,76,72,63,62,85,64,86,73,73,83,85,81,73,87,83,89,75,78,82,69,74,86,81,66,81,68,80,76,80,76,9,12,10,16,15,MF
27,192,79,82,84,Right,1,Medium,Medium,83,76,79,84,42,85,12,13,13,36,15,19,14,17,29,26,40,46,69,76,40,59,66,42,73,11,34,20,11,35,24,55,14,17,18,83,76,79,85,84,GK
26,183,75,82,83,Right,4,High,Medium,83,83,75,82,28,75,79,83,80,77,90,84,72,73,69,82,85,82,82,81,71,85,80,83,76,81,63,20,84,75,82,80,16,29,21,10,11,7,8,12,FO
19,176,72,82,91,Right,4,High,Medium,78,73,80,86,51,60,77,78,39,82,68,86,76,54,82,88,76,79,85,80,82,67,52,79,50,70,63,45,78,85,60,80,55,57,44,14,14,13,6,10,MF
22,174,63,82,88,Left,5,High,Medium,93,74,75,86,39,69,79,76,45,75,67,85,80,74,62,88,95,91,92,75,85,73,57,79,62,76,76,39,76,79,66,80,46,37,21,9,10,14,8,13,MF
23,186,80,82,89,Right,3,High,High,89,82,68,77,42,86,67,83,76,69,78,76,75,61,60,77,91,88,78,84,67,86,76,89,88,75,78,41,84,71,78,83,36,39,33,14,10,12,10,13,FO
22,191,86,82,88,Left,3,High,High,76,56,66,72,84,78,48,49,85,77,51,72,49,35,79,71,77,76,68,81,66,75,77,73,81,60,79,82,56,67,38,76,83,87,80,8,10,8,14,13,DE
20,178,65,82,89,Left,3,High,Medium,84,74,78,83,65,65,81,77,45,80,70,84,80,69,65,82,87,82,83,82,83,72,54,80,58,69,66,68,82,81,70,79,65,69,67,7,8,13,9,13,MF
24,179,72,82,87,Right,4,Medium,High,67,76,81,86,50,59,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,79,55,77,54,77,51,57,82,83,66,82,50,50,44,15,15,13,12,11,MF
22,187,81,82,89,Right,3,Medium,High,70,70,79,78,81,82,68,67,74,85,50,78,76,53,84,80,68,71,73,83,70,78,74,84,82,75,82,85,75,82,55,83,81,83,78,9,8,12,12,7,MF
22,184,77,82,88,Right,4,High,Medium,84,79,79,83,35,67,79,80,75,81,74,84,76,60,78,84,87,81,83,82,78,79,75,73,69,76,54,34,86,82,74,82,35,24,28,12,9,11,15,12,FO
24,183,65,82,86,Right,3,High,Low,84,66,77,82,76,74,79,69,65,83,56,83,69,42,76,84,83,84,86,78,69,68,69,88,70,61,69,80,84,77,44,79,75,78,80,12,7,13,12,12,MF
25,178,74,82,83,Right,4,High,Medium,88,81,75,82,42,68,77,85,49,79,58,83,79,59,66,82,85,90,84,79,76,81,67,76,70,78,55,32,81,78,75,77,35,52,47,15,8,10,8,14,MF
24,191,77,82,86,Right,1,Medium,Medium,83,77,85,84,48,78,15,14,15,54,16,18,17,16,54,35,47,50,53,80,49,64,66,35,59,15,35,24,18,64,25,65,20,16,15,83,77,85,78,84,GK
24,180,72,82,87,Left,5,High,High,72,78,79,85,69,78,72,79,68,82,74,88,77,74,78,86,71,73,75,81,77,77,78,81,77,77,76,71,80,82,75,88,67,72,63,14,9,12,11,11,MF
26,188,80,82,84,Right,2,High,Medium,83,63,70,73,78,89,77,67,84,76,38,72,69,35,71,75,78,87,69,82,60,68,90,92,89,54,83,78,74,59,48,74,76,79,77,10,10,7,13,14,DE
29,181,79,82,82,Left,4,Medium,Medium,76,81,83,81,64,80,79,74,74,85,70,83,85,86,81,86,76,76,69,79,73,92,74,82,81,88,78,66,80,83,84,75,55,72,50,6,6,12,15,13,FO
31,188,81,82,82,Right,3,Medium,High,73,81,76,80,47,82,73,81,80,81,80,82,75,51,75,80,66,79,72,82,65,84,74,79,85,74,82,53,82,78,92,81,45,38,30,7,11,13,14,10,FO
30,185,80,82,82,Right,2,Medium,Medium,78,43,56,64,85,79,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10,DE
22,183,77,82,82,Right,1,Medium,Medium,79,87,85,81,35,77,13,15,14,29,19,17,16,21,18,23,35,34,36,76,55,64,70,44,85,19,20,18,11,70,15,48,16,18,17,79,87,85,77,81,GK
25,180,77,82,85,Left,3,High,Medium,76,60,78,78,78,75,84,58,69,80,65,79,71,67,74,81,77,75,69,81,72,74,86,86,69,47,73,76,78,75,52,75,78,80,82,10,7,14,7,10,DE
26,185,84,82,84,Right,4,Medium,Medium,74,83,70,82,47,78,60,84,85,79,84,82,77,39,63,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74,84,84,36,40,34,14,13,7,11,8,FO
23,177,69,82,88,Right,4,Medium,Medium,87,71,73,86,37,59,74,74,50,77,70,88,70,58,59,85,91,84,87,78,88,77,79,76,54,57,45,33,79,80,61,80,38,32,47,8,12,13,16,14,MF
28,185,77,82,84,Left,1,Medium,Medium,84,77,87,87,51,80,17,19,15,58,20,14,18,16,60,40,56,44,57,75,55,65,77,45,70,13,45,24,18,69,45,65,21,20,12,84,77,87,80,87,GK
28,180,71,82,82,Right,3,Medium,Medium,82,74,82,83,74,77,75,69,60,86,74,83,84,65,85,84,81,83,81,77,75,83,60,86,75,78,76,75,75,84,60,85,76,77,75,8,9,9,8,12,MF
29,186,87,82,82,Right,2,Medium,Medium,57,36,53,56,84,81,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41,72,85,85,81,15,12,15,10,6,DE
32,174,66,82,82,Right,3,Medium,High,67,66,72,78,83,76,60,60,69,80,36,76,60,66,76,79,69,66,78,81,81,82,83,85,68,72,83,86,72,70,55,79,82,87,83,8,6,8,12,13,MF
40,195,102,82,82,Right,5,Medium,Low,58,85,76,77,34,72,71,84,82,77,87,75,79,74,72,85,55,61,67,77,51,86,77,34,85,85,84,20,88,83,80,90,28,37,24,13,15,10,9,12,FO
31,182,77,82,82,Left,2,Medium,Medium,71,56,67,61,82,80,53,42,81,75,37,48,72,55,83,74,70,71,67,81,60,81,91,69,82,74,86,83,52,55,39,70,82,82,84,12,16,11,13,11,DE
37,190,83,82,82,Right,1,Medium,Medium,82,82,71,82,49,83,14,13,11,20,17,14,18,12,32,22,50,47,53,74,44,53,69,25,65,20,43,16,15,52,22,63,14,12,13,82,82,71,83,82,GK
34,184,78,82,82,Right,3,Medium,Medium,53,80,86,78,75,68,84,77,59,87,81,79,88,82,86,84,55,52,68,80,58,85,33,73,70,79,67,79,79,85,82,80,76,78,74,14,11,12,5,9,MF
35,175,77,82,82,Right,4,High,Medium,70,78,84,83,40,65,85,75,59,83,76,84,83,81,80,85,71,69,81,79,74,82,34,67,71,80,54,37,82,87,81,83,38,37,39,11,15,9,14,12,MF
34,190,84,82,82,Left,1,Medium,Medium,82,80,77,83,55,80,12,12,11,34,16,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64,32,66,14,13,11,82,80,77,80,83,GK
35,192,93,82,82,Left,3,Medium,Medium,42,83,72,73,42,78,64,86,91,78,86,69,71,65,60,85,41,43,54,84,53,86,82,55,90,69,76,42,87,78,90,85,37,37,20,12,15,11,6,5,FO
33,190,86,82,82,Right,2,Low,High,62,54,64,60,84,78,50,55,80,75,37,52,52,66,70,69,55,68,55,78,55,74,77,63,83,41,83,84,31,55,61,70,86,84,78,6,10,13,10,15,DE
32,181,80,82,82,Left,3,High,Medium,81,68,76,76,79,82,83,61,74,80,63,72,80,55,72,79,79,83,80,80,79,82,87,84,79,76,85,82,62,71,59,78,80,80,76,12,13,9,8,11,DE
33,186,81,82,82,Right,2,Medium,Medium,57,55,70,67,85,75,64,45,81,77,38,62,63,59,81,74,53,60,54,85,62,78,81,72,76,58,77,83,52,62,58,86,85,87,82,16,6,14,16,14,DE
